direction,url,philosopher,connection
Influenced,https://en.wikipedia.org/wiki/Carl_Jung,Carl Jung,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Walter_Kaufmann_(philosopher),Walter Kaufmann philosopher,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Pierre_Klossowski,Pierre Klossowski,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Sarah_Kofman,Sarah Kofman,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Alasdair_MacIntyre,Alasdair MacIntyre,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Thomas_Mann,Thomas Mann,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Andr%C3%A9_Malraux,Andr Malraux,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/H.L._Mencken,HL Mencken,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Alexander_Nehamas,Alexander Nehamas,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Marcel_Proust,Marcel Proust,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Paul_Ric%C5%93ur,Paul Ricur,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Carl_Rogers,Carl Rogers,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Jean-Paul_Sartre,JeanPaul Sartre,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Lev_Shestov,Lev Shestov,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Oswald_Spengler,Oswald Spengler,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Rudolf_Steiner,Rudolf Steiner,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Wallace_Stevens,Wallace Stevens,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Leo_Strauss,Leo Strauss,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/August_Strindberg,August Strindberg,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Paul_Tillich,Paul Tillich,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Ferdinand_T%C3%B6nnies,Ferdinand Tnnies,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Miguel_de_Unamuno,Miguel de Unamuno,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Roberto_Mangabeira_Unger,Roberto Mangabeira Unger,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Max_Weber,Max Weber,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Chaim_Weizmann,Chaim Weizmann,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Dallas_Willard,Dallas Willard,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/W._B._Yeats,W B Yeats,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/G._W._F._Hegel,G W F Hegel,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/Stanley_Rosen,Stanley Rosen,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/Bernard_Williams,Bernard Williams,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/Herbert_Marcuse,Herbert Marcuse,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/Wilfrid_Sellars,Wilfrid Sellars,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/John_McDowell,John McDowell,Robert B Pippin
Influenced,https://en.wikipedia.org/wiki/Robert_Brandom,Robert Brandom,Robert B Pippin
Influenced,https://en.wikipedia.org/wiki/John_McDowell,John McDowell,Robert B Pippin
Influenced,https://en.wikipedia.org/w/index.php?title=Terry_Pinkard&action=edit&redlink=1,Terry Pinkard page does not exist,Robert B Pippin
Influenced,https://en.wikipedia.org/wiki/Paul_Redding,Paul Redding,Robert B Pippin
Influenced,https://en.wikipedia.org/wiki/Axel_Honneth,Axel Honneth,Robert B Pippin
Influenced,https://en.wikipedia.org/wiki/Simon_Lumsden,Simon Lumsden,Robert B Pippin
Influenced,https://en.wikipedia.org/w/index.php?title=Allen_Speight&action=edit&redlink=1,Allen Speight page does not exist,Robert B Pippin
Influences,https://en.wikipedia.org/wiki/Charles_Fourier,Charles Fourier,PierreJoseph Proudhon
Influences,https://en.wikipedia.org/wiki/G._W._F._Hegel,G W F Hegel,PierreJoseph Proudhon
Influences,https://en.wikipedia.org/wiki/Alexander_Herzen,Alexander Herzen,PierreJoseph Proudhon
Influences,https://en.wikipedia.org/wiki/Adam_Smith,Adam Smith,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Mikhail_Bakunin,Mikhail Bakunin,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Joseph_D%C3%A9jacque,Joseph Djacque,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Victor_Hugo,Victor Hugo,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Peter_Kropotkin,Peter Kropotkin,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Errico_Malatesta,Errico Malatesta,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Francesc_Pi_i_Margall,Francesc Pi i Margall,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Antero_de_Quental,Antero de Quental,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Schulz,Friedrich Wilhelm Schulz,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Georges_Sorel,Georges Sorel,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Max_Stirner,Max Stirner,PierreJoseph Proudhon
Influenced,https://en.wikipedia.org/wiki/Benjamin_Tucker,Benjamin Tucker,PierreJoseph Proudhon
Influences,https://en.wikipedia.org/wiki/Plato,Plato,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Saint_Augustine,Saint Augustine,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes,Ren Descartes,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Blaise_Pascal,Blaise Pascal,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Spinoza,Spinoza,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Goethe,Goethe,Gillian Rose
Influences,https://en.wikipedia.org/wiki/G._W._F._Hegel,G W F Hegel,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Gillian Rose
Influences,https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard,Sren Kierkegaard,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Hermann_Cohen,Hermann Cohen,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein,Ludwig Wittgenstein,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Agatha_Christie,Agatha Christie,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Theodor_Adorno,Theodor Adorno,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Walter_Benjamin,Walter Benjamin,Gillian Rose
Influences,https://en.wikipedia.org/wiki/J._L._Austin,J L Austin,Gillian Rose
Influences,https://en.wikipedia.org/wiki/Leszek_Ko%C5%82akowski,Leszek Koakowski,Gillian Rose
Influenced,https://en.wikipedia.org/wiki/John_Milbank,John Milbank,Gillian Rose
Influenced,https://en.wikipedia.org/wiki/Geoffrey_Hill,Geoffrey Hill,Gillian Rose
Influenced,https://en.wikipedia.org/wiki/Slavoj_%C5%BDi%C5%BEek,Slavoj iek,Gillian Rose
Influenced,https://en.wikipedia.org/wiki/Rowan_Williams,Rowan Williams,Gillian Rose
Influenced,https://en.wikipedia.org/wiki/Paul_Gilroy,Paul Gilroy,Gillian Rose
Influences,https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard,Sren Kierkegaard,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Simone_de_Beauvoir,Simone de Beauvoir,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Gustave_Flaubert,Gustave Flaubert,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Martin_Heidegger,Martin Heidegger,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Edmund_Husserl,Edmund Husserl,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Henri_Bergson,Henri Bergson,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Alexandre_Koj%C3%A8ve,Alexandre Kojve,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Jean_Wahl,Jean Wahl,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Gaston_Bachelard,Gaston Bachelard,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Wilhelm_Stekel,Wilhelm Stekel,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty,Maurice MerleauPonty,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Paul-Yves_Nizan,PaulYves Nizan,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Emmanuel_Levinas,Emmanuel Levinas,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Marcel_Proust,Marcel Proust,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Louis-Ferdinand_C%C3%A9line,LouisFerdinand Cline,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Henri_Lefebvre,Henri Lefebvre,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,JeanJacques Rousseau,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Raymond_Aron,Raymond Aron,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Albert_Camus,Albert Camus,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Simone_de_Beauvoir,Simone de Beauvoir,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Frantz_Fanon,Frantz Fanon,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Che_Guevara,Che Guevara,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/R._D._Laing,R D Laing,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Erving_Goffman,Erving Goffman,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty,Maurice MerleauPonty,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Andr%C3%A9_Gorz,Andr Gorz,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,Gyrgy Lukcs,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Guy_Debord,Guy Debord,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Gilles_Deleuze,Gilles Deleuze,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Francis_Jeanson,Francis Jeanson,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Ren%C3%A9_Leibowitz,Ren Leibowitz,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Jacques_Lacan,Jacques Lacan,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Harold_Pinter,Harold Pinter,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Jacques_Ranci%C3%A8re,Jacques Rancire,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Alain_Badiou,Alain Badiou,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Pierre_Bourdieu,Pierre Bourdieu,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Bas_van_Fraassen,Bas van Fraassen,JeanPaul Sartre
Influenced,https://en.wikipedia.org/wiki/Judith_Butler,Judith Butler,JeanPaul Sartre
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Peter Singer
Influences,https://en.wikipedia.org/wiki/John_Stuart_Mill,John Stuart Mill,Peter Singer
Influences,https://en.wikipedia.org/wiki/Henry_Sidgwick,Henry Sidgwick,Peter Singer
Influences,https://en.wikipedia.org/wiki/Jeremy_Bentham,Jeremy Bentham,Peter Singer
Influences,https://en.wikipedia.org/wiki/R._M._Hare,R M Hare,Peter Singer
Influences,https://en.wikipedia.org/wiki/Jonathan_Glover,Jonathan Glover,Peter Singer
Influences,https://en.wikipedia.org/wiki/Derek_Parfit,Derek Parfit,Peter Singer
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Peter_Unger,Peter Unger,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Colin_McGinn,Colin McGinn,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Roger_Crisp,Roger Crisp,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Dale_Jamieson,Dale Jamieson,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Gregory_Pence,Gregory Pence,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Julian_Savulescu,Julian Savulescu,Peter Singer
Influenced,https://en.wikipedia.org/wiki/James_Rachels,James Rachels,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Mylan_Engel,Mylan Engel,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Steven_Best,Steven Best,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Toby_Ord,Toby Ord,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Bill_Gates,Bill Gates,Peter Singer
Influenced,https://en.wikipedia.org/wiki/William_MacAskill,William MacAskill,Peter Singer
Influenced,https://en.wikipedia.org/wiki/Steven_Pinker,Steven Pinker,Peter Singer
Influences,https://en.wikipedia.org/wiki/Aristotle,Aristotle,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Daniel_Bell,Daniel Bell,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Isaiah_Berlin,Isaiah Berlin,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Hubert_Dreyfus,Hubert Dreyfus,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/%C3%89mile_Durkheim,mile Durkheim,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Hans-Georg_Gadamer,HansGeorg Gadamer,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Martin_Heidegger,Martin Heidegger,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Johann_Georg_Hamann,Johann Georg Hamann,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Johann_Gottfried_Herder,Johann Gottfried Herder,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Alexander_von_Humboldt,Alexander von Humboldt,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/William_James,William James,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Christopher_Lasch,Christopher Lasch,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Gilles_Lipovetsky,Gilles Lipovetsky,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/George_Herbert_Mead,George Herbert Mead,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/John_McDowell,John McDowell,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed,WikipediaCitation needed,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty,Maurice MerleauPonty,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Iris_Murdoch,Iris Murdoch,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Plato,Plato,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Michael_Polanyi,Michael Polanyi,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Paul_Ric%C5%93ur,Paul Ricur,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Wilfred_Cantwell_Smith,Wilfred Cantwell Smith,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Alexis_de_Tocqueville,Alexis de Tocqueville,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Max_Weber,Max Weber,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein,Ludwig Wittgenstein,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Kwame_Anthony_Appiah,Kwame Anthony Appiah,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Daniel_A._Bell,Daniel A Bell,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Robert_N._Bellah,Robert N Bellah,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Craig_Calhoun,Craig Calhoun,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Joseph_Augustine_Di_Noia,Joseph Augustine Di Noia,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Mark_Stuart_Edwards,Mark Stuart Edwards,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Axel_Honneth,Axel Honneth,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Hans_Joas,Hans Joas,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Sean_Dorrance_Kelly,Sean Dorrance Kelly,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Nikolas_Kompridis,Nikolas Kompridis,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Guy_Laforest,Guy Laforest,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Jack_Layton,Jack Layton,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Charles_Lindholm,Charles Lindholm,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/David_Lyon_(sociologist),David Lyon sociologist,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Bhikhu_Parekh,Bhikhu Parekh,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Mary_Poovey,Mary Poovey,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Michael_J._Sandel,Michael J Sandel,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Christian_Smith_(sociologist),Christian Smith sociologist,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/James_K._A._Smith,James K A Smith,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Alain_Touraine,Alain Touraine,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/James_Tully_(philosopher),James Tully philosopher,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Michael_Walzer,Michael Walzer,Charles Taylor philosopher
Influenced,https://en.wikipedia.org/wiki/Ken_Wilber,Ken Wilber,Charles Taylor philosopher
Influences,https://en.wikipedia.org/wiki/Thomas_Aquinas,Thomas Aquinas,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Aristotle,Aristotle,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Kant,Kant,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Hegel,Hegel,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Husserl,Husserl,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Heidegger,Heidegger,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz,Gottfried Wilhelm Leibniz,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Jos%C3%A9_Ortega_y_Gasset,Jos Ortega y Gasset,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Francisco_Su%C3%A1rez,Francisco Surez,Xavier Zubiri
Influenced,https://en.wikipedia.org/wiki/Ignacio_Ellacur%C3%ADa,Ignacio Ellacura,Xavier Zubiri
Influenced,https://en.wikipedia.org/wiki/Enrique_Dussel,Enrique Dussel,Xavier Zubiri
Influenced,https://en.wikipedia.org/wiki/Graham_Harman,Graham Harman,Xavier Zubiri
Influenced,https://en.wikipedia.org/wiki/Olavo_de_Carvalho,Olavo de Carvalho,Xavier Zubiri
Influenced,https://en.wikipedia.org/wiki/Frederick_Wilhelmsen,Frederick Wilhelmsen,Xavier Zubiri
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Georg Simmel
Influences,https://en.wikipedia.org/wiki/Max_Weber,Max Weber,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Lewis_A._Coser,Lewis A Coser,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Mark_Granovetter,Mark Granovetter,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Georg_Luk%C3%A1cs,Georg Lukcs,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Max_Weber,Max Weber,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Barry_Wellman,Barry Wellman,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Harrison_White,Harrison White,Georg Simmel
Influenced,https://en.wikipedia.org/wiki/Emil_Cioran,Emil Cioran,Georg Simmel
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Friedrich_Schleiermacher,Friedrich Schleiermacher,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/German_Romanticism,German Romanticism,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/August_B%C3%B6ckh,August Bckh,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Johann_Gustav_Droysen,Johann Gustav Droysen,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Johann_Gottfried_Herder,Johann Gottfried Herder,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Friedrich_Adolf_Trendelenburg,Friedrich Adolf Trendelenburg,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Arthur_Schopenhauer,Arthur Schopenhauer,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Georg_Simmel,Georg Simmel,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Max_Weber,Max Weber,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Karl_Jaspers,Karl Jaspers,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Martin_Heidegger,Martin Heidegger,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Hans-Georg_Gadamer,HansGeorg Gadamer,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/J%C3%BCrgen_Habermas,Jrgen Habermas,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Franz_Boas,Franz Boas,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Rudolf_Steiner,Rudolf Steiner,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/R._G._Collingwood,R G Collingwood,Wilhelm Dilthey
Influenced,https://en.wikipedia.org/wiki/Jos%C3%A9_Ortega_y_Gasset,Jos Ortega y Gasset,Wilhelm Dilthey
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Emil Lask
Influences,https://en.wikipedia.org/wiki/Heinrich_Rickert,Heinrich Rickert,Emil Lask
Influences,https://en.wikipedia.org/wiki/Wilhelm_Windelband,Wilhelm Windelband,Emil Lask
Influenced,https://en.wikipedia.org/wiki/Martin_Heidegger,Martin Heidegger,Emil Lask
Influenced,https://en.wikipedia.org/wiki/Georg_Luk%C3%A1cs,Georg Lukcs,Emil Lask
Influenced,https://en.wikipedia.org/wiki/Eugen_Herrigel,Eugen Herrigel,Emil Lask
Influenced,https://en.wikipedia.org/wiki/Lucien_Goldmann,Lucien Goldmann,Emil Lask
Influences,https://en.wikipedia.org/wiki/Aristotle,Aristotle,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Henri_Bergson,Henri Bergson,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Gustave_Le_Bon,Gustave Le Bon,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,Georges Sorel
Influences,https://en.wikipedia.org/wiki/William_Godwin,William Godwin,Georges Sorel
Influences,https://en.wikipedia.org/wiki/William_James,William James,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Vladimir_Lenin,Vladimir Lenin,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Blaise_Pascal,Blaise Pascal,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Pierre-Joseph_Proudhon,PierreJoseph Proudhon,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Ernest_Renan,Ernest Renan,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Paul_de_Rousiers,Paul de Rousiers,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Hippolyte_Taine,Hippolyte Taine,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Alexis_de_Tocqueville,Alexis de Tocqueville,Georges Sorel
Influences,https://en.wikipedia.org/wiki/Giambattista_Vico,Giambattista Vico,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Michel_Aflaq,Michel Aflaq,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Curzio_Malaparte,Curzio Malaparte,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Antonio_Gramsci,Antonio Gramsci,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Carl_Schmitt,Carl Schmitt,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Benito_Mussolini,Benito Mussolini,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Vladimir_Lenin,Vladimir Lenin,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Adolf_Hitler,Adolf Hitler,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Alain_de_Benoist,Alain de Benoist,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Walter_Benjamin,Walter Benjamin,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/%C3%89douard_Berth,douard Berth,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Hubert_Lagardelle,Hubert Lagardelle,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Albert_Camus,Albert Camus,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Paolo_Orano,Paolo Orano,Georges Sorel
Influenced,https://en.wikipedia.org/wiki/Julius_Evola,Julius Evola,Georges Sorel
