GEOID	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                       
50128	360	176	75688815	209997	      29.224	       0.081	 41.855589	 -94.300236                                                                                                                          
50129	5228	2566	434205215	1453435	     167.648	       0.561	 42.014771	 -94.376743                                                                                                                      
50130	1648	713	170595167	1337885	      65.867	       0.517	 42.303387	 -93.669264                                                                                                                       
50131	17499	6729	56477726	8189213	      21.806	       3.162	 41.692120	 -93.715156                                                                                                                      
50132	367	174	74609258	0	      28.807	       0.000	 42.391673	 -93.691530                                                                                                                               
50133	567	295	195971232	995705	      75.665	       0.384	 40.713322	 -94.068993                                                                                                                         
50134	660	273	48427675	0	      18.698	       0.000	 41.939484	 -93.671998                                                                                                                               
50135	1605	789	192731530	2547234	      74.414	       0.983	 41.750582	 -92.887174                                                                                                                       
50136	445	216	100596786	35423	      38.841	       0.014	 41.469501	 -92.292764                                                                                                                          
50138	11720	5241	442220413	19606875	     170.742	       7.570	 41.300589	 -93.105185                                                                                                                    
50139	1288	560	229328321	180047	      88.544	       0.070	 41.198463	 -93.369878                                                                                                                        
50140	2969	1164	239713197	1964936	      92.554	       0.759	 40.645520	 -93.986274                                                                                                                      
50141	569	263	93619441	158040	      36.147	       0.061	 41.867559	 -92.949711                                                                                                                          
50142	931	398	2566675	0	       0.991	       0.000	 42.006616	 -92.775596                                                                                                                                
50143	600	249	92510368	447718	      35.718	       0.173	 41.341836	 -92.804656                                                                                                                          
50144	2901	1349	361463599	1141463	     139.562	       0.441	 40.739050	 -93.740800                                                                                                                      
50146	438	199	75845999	0	      29.284	       0.000	 41.684117	 -94.243044                                                                                                                               
50147	440	250	187377446	114299	      72.347	       0.044	 40.629263	 -93.553727                                                                                                                         
50148	432	191	51098115	0	      19.729	       0.000	 42.181305	 -92.992825                                                                                                                               
50149	964	479	213331160	118531	      82.368	       0.046	 41.150466	 -94.070997                                                                                                                         
50150	984	420	147921893	614785	      57.113	       0.237	 41.125508	 -92.975192                                                                                                                         
50151	724	362	205300543	263300	      79.267	       0.102	 41.081907	 -93.517790                                                                                                                         
50153	734	309	80343018	29176	      31.021	       0.011	 41.573896	 -92.807021                                                                                                                           
50154	466	202	53144166	0	      20.519	       0.000	 42.172261	 -93.392780                                                                                                                               
50155	255	117	78465748	35572	      30.296	       0.014	 41.211018	 -94.199353                                                                                                                           
50156	4412	1903	232315736	6408279	      89.698	       2.474	 41.898310	 -93.801235                                                                                                                      
50157	762	353	168306476	82897	      64.983	       0.032	 41.739767	 -92.563011                                                                                                                          
50158	31591	12904	547770086	576848	     211.495	       0.223	 42.049806	 -92.900739                                                                                                                     
50160	465	198	965184	0	       0.373	       0.000	 41.373789	 -93.738489                                                                                                                                 
50161	2047	862	210950143	862076	      81.448	       0.333	 41.848150	 -93.404030                                                                                                                        
50162	1233	528	132095121	25577	      51.002	       0.010	 41.928297	 -93.072173                                                                                                                         
50163	858	410	1230059	0	       0.475	       0.000	 41.222388	 -93.241035                                                                                                                                
50164	652	303	137992511	242529	      53.279	       0.094	 41.499518	 -94.420213                                                                                                                         
50165	49	28	6437634	0	       2.486	       0.000	 40.843661	 -93.283695                                                                                                                                  
50166	1582	660	162193030	329398	      62.623	       0.127	 41.282712	 -93.430749                                                                                                                        
50167	748	335	102105447	505051	      39.423	       0.195	 41.742883	 -94.041048                                                                                                                         
50168	842	367	104677767	95694	      40.416	       0.037	 41.788361	 -93.278546                                                                                                                          
50169	3093	1048	103076354	302211	      39.798	       0.117	 41.655266	 -93.352320                                                                                                                       
50170	2745	1226	227972731	3022299	      88.021	       1.167	 41.530027	 -93.124762                                                                                                                      
50171	2923	1746	279932013	1743671	     108.082	       0.673	 41.585852	 -92.525413                                                                                                                      
50173	696	290	79810281	330423	      30.815	       0.128	 41.964659	 -92.713485                                                                                                                          
50174	1429	622	278523046	195449	     107.538	       0.075	 41.033707	 -93.982304                                                                                                                        
50201	8199	3559	300071934	381708	     115.858	       0.147	 42.041723	 -93.434905                                                                                                                       
50206	526	230	124112610	69394	      47.920	       0.027	 42.245675	 -93.202318                                                                                                                          
50207	2537	1090	366329546	258736	     141.441	       0.100	 41.431966	 -92.637540                                                                                                                       
50208	20417	9051	425424684	621979	     164.257	       0.240	 41.711721	 -93.033958                                                                                                                      
50210	1691	736	196407429	359707	      75.833	       0.139	 41.195043	 -93.698287                                                                                                                        
50211	11192	4330	145671677	1510501	      56.244	       0.583	 41.455311	 -93.705269                                                                                                                     
50212	3131	1407	351662798	567724	     135.778	       0.219	 42.036562	 -94.066162                                                                                                                       
50213	6812	2989	542667169	1308300	     209.525	       0.505	 41.031685	 -93.766137                                                                                                                      
50214	850	317	100079018	2492130	      38.641	       0.962	 41.469931	 -93.056110                                                                                                                        
50216	2824	1802	140455483	5244398	      54.230	       2.025	 41.697097	 -94.354821                                                                                                                      
50217	631	323	178588395	17727	      68.953	       0.007	 42.183763	 -94.251811                                                                                                                          
50218	139	70	542828	0	       0.210	       0.000	 41.348354	 -93.880405                                                                                                                                  
50219	13939	5365	304040257	13104005	     117.391	       5.059	 41.420905	 -92.896537                                                                                                                    
50220	9020	3732	266702750	1474029	     102.975	       0.569	 41.836907	 -94.123202                                                                                                                      
50222	498	219	108352201	17240	      41.835	       0.007	 41.215845	 -93.959608                                                                                                                          
50223	480	241	76048297	552251	      29.362	       0.213	 42.173715	 -94.037830                                                                                                                          
50225	2940	1231	216053151	1193185	      83.419	       0.461	 41.384401	 -93.268859                                                                                                                      
50226	4724	1724	97069566	12804289	      37.479	       4.944	 41.796243	 -93.701973                                                                                                                      
50227	40	20	966375	0	       0.373	       0.000	 42.597441	 -93.427851                                                                                                                                   
50228	2417	987	180307197	59991	      69.617	       0.023	 41.576968	 -93.241960                                                                                                                         
50229	932	387	105357469	259175	      40.679	       0.100	 41.379081	 -93.775073                                                                                                                         
50230	1083	524	223891614	90499	      86.445	       0.035	 42.303252	 -93.453415                                                                                                                         
50231	173	79	1065168	0	       0.411	       0.000	 42.237123	 -93.602632                                                                                                                                 
50232	537	231	86216313	546135	      33.288	       0.211	 41.556725	 -92.969720                                                                                                                          
50233	1388	641	130640688	0	      50.441	       0.000	 41.612883	 -94.211370                                                                                                                             
50234	613	292	80969880	266213	      31.263	       0.103	 41.893096	 -93.181982                                                                                                                          
50235	483	228	120716395	417921	      46.609	       0.161	 41.931777	 -94.224981                                                                                                                         
50236	1550	645	89328918	16604	      34.490	       0.006	 42.168110	 -93.486487                                                                                                                          
50237	3095	1134	143182465	2820344	      55.283	       1.089	 41.533906	 -93.368536                                                                                                                      
50238	1182	570	301463331	7441398	     116.396	       2.873	 40.964291	 -93.167151                                                                                                                       
50239	210	96	43994087	59225	      16.986	       0.023	 42.142843	 -93.202958                                                                                                                            
50240	2453	997	197056712	657335	      76.084	       0.254	 41.297090	 -93.792788                                                                                                                        
50242	439	201	106817265	137228	      41.242	       0.053	 41.561039	 -92.693756                                                                                                                         
50243	244	103	1425493	0	       0.550	       0.000	 41.872429	 -93.696442                                                                                                                                
50244	1813	730	57130248	0	      22.058	       0.000	 41.857528	 -93.652619                                                                                                                              
50246	735	352	120139148	14079	      46.386	       0.005	 42.274581	 -93.786105                                                                                                                          
50247	2515	997	215688269	280365	      83.278	       0.108	 42.017436	 -93.164603                                                                                                                        
50248	4420	2004	211484087	96668	      81.654	       0.037	 42.191226	 -93.614673                                                                                                                        
50249	1332	592	201480618	852305	      77.792	       0.329	 42.275327	 -93.903082                                                                                                                        
50250	2330	1067	264919955	140131	     102.286	       0.054	 41.480626	 -94.346410                                                                                                                       
50251	1270	536	104731303	85792	      40.437	       0.033	 41.566940	 -92.869363                                                                                                                         
50252	243	96	22129285	732118	       8.544	       0.283	 41.466282	 -93.303447                                                                                                                           
50254	282	162	113421039	232611	      43.792	       0.090	 40.987520	 -94.074240                                                                                                                         
50255	65	28	456756	0	       0.176	       0.000	 41.455895	 -92.332273                                                                                                                                   
50256	501	231	70005080	806957	      27.029	       0.312	 41.259706	 -92.905272                                                                                                                          
50257	992	401	103296613	0	      39.883	       0.000	 41.189507	 -93.847230                                                                                                                              
50258	1002	475	139020377	455942	      53.676	       0.176	 42.224136	 -93.073131                                                                                                                        
50261	2211	879	171581878	1660853	      66.248	       0.641	 41.475063	 -93.915872                                                                                                                       
50262	453	222	83675780	154826	      32.307	       0.060	 40.860632	 -93.808561                                                                                                                          
50263	16069	6414	89811208	191647	      34.676	       0.074	 41.591580	 -93.873639                                                                                                                       
50264	466	221	174277982	21492	      67.289	       0.008	 40.905654	 -93.697536                                                                                                                          
50265	31653	14137	44379906	2086653	      17.135	       0.806	 41.552968	 -93.745011                                                                                                                     
50266	23625	11409	42782812	278023	      16.519	       0.107	 41.570341	 -93.799418                                                                                                                      
50268	993	509	123395200	129423	      47.643	       0.050	 41.404406	 -92.362787                                                                                                                         
50271	628	311	172819803	0	      66.726	       0.000	 42.482752	 -93.541442                                                                                                                              
50272	152	84	1922108	0	       0.742	       0.000	 41.095928	 -93.255936                                                                                                                                 
50273	8251	3505	518734984	436436	     200.285	       0.169	 41.329691	 -94.054307                                                                                                                       
50274	398	200	129895526	264250	      50.153	       0.102	 41.383348	 -94.860975                                                                                                                         
50275	532	238	131849713	0	      50.907	       0.000	 41.037536	 -93.589602                                                                                                                              
50276	2517	973	208197916	1649044	      80.386	       0.637	 41.862012	 -93.926489                                                                                                                       
50277	483	232	104453458	170820	      40.330	       0.066	 41.779785	 -94.350576                                                                                                                         
50278	842	381	138821968	42230	      53.599	       0.016	 42.136759	 -93.299533                                                                                                                          
50309	5431	3667	7348586	427887	       2.837	       0.165	 41.584450	 -93.620778                                                                                                                         
50310	30221	13915	20861437	262109	       8.055	       0.101	 41.627582	 -93.672660                                                                                                                      
50311	15113	6364	6511832	0	       2.514	       0.000	 41.601033	 -93.672868                                                                                                                             
50312	15339	7923	14709325	341735	       5.679	       0.132	 41.582678	 -93.676670                                                                                                                       
50313	17376	7158	46753201	882092	      18.052	       0.341	 41.654477	 -93.624180                                                                                                                       
50314	12465	4985	6439448	190273	       2.486	       0.073	 41.604964	 -93.631200                                                                                                                        
50315	35853	15242	25951327	609004	      10.020	       0.235	 41.545918	 -93.622124                                                                                                                      
50316	16440	6439	9215176	87305	       3.558	       0.034	 41.608629	 -93.599579                                                                                                                         
50317	36207	15027	59339311	702531	      22.911	       0.271	 41.621347	 -93.547893                                                                                                                      
50319	0	0	213707	0	       0.083	       0.000	 41.590912	 -93.604288                                                                                                                                     
50320	20027	7825	48336194	1210837	      18.663	       0.468	 41.527942	 -93.567967                                                                                                                      
50321	7846	3444	30606507	362679	      11.817	       0.140	 41.532674	 -93.662499                                                                                                                        
50322	31530	13800	27877246	61021	      10.763	       0.024	 41.634164	 -93.734360                                                                                                                       
50323	10201	3637	19984131	0	       7.716	       0.000	 41.625632	 -93.793650                                                                                                                            
50324	4903	2319	3740280	0	       1.444	       0.000	 41.604413	 -93.712847                                                                                                                              
50325	15448	6081	19913279	310838	       7.689	       0.120	 41.613243	 -93.797871                                                                                                                       
50327	10467	4197	48669473	1033149	      18.791	       0.399	 41.586324	 -93.487874                                                                                                                      
50401	29837	14147	386330590	1179202	     149.163	       0.455	 43.153169	 -93.199820                                                                                                                    
50420	377	188	117256906	0	      45.273	       0.000	 42.804156	 -93.460421                                                                                                                              
50421	3032	1470	232430189	481114	      89.742	       0.186	 42.842866	 -93.618635                                                                                                                       
50423	2976	1381	374229159	2135683	     144.491	       0.825	 43.118224	 -93.814465                                                                                                                      
50424	1482	744	315854649	0	     121.952	       0.000	 43.394430	 -93.933846                                                                                                                             
50426	56	27	60113	0	       0.023	       0.000	 43.415481	 -93.017133                                                                                                                                    
50428	9384	5687	306745321	9634833	     118.435	       3.720	 43.136933	 -93.397107                                                                                                                      
50430	518	266	160984015	0	      62.156	       0.000	 42.981564	 -93.953966                                                                                                                              
50431	273	113	1936776	0	       0.748	       0.000	 42.737113	 -93.368223                                                                                                                                
50432	252	141	1127714	0	       0.435	       0.000	 43.223915	 -93.797954                                                                                                                                
50433	256	130	125889253	0	      48.606	       0.000	 42.923242	 -93.050183                                                                                                                              
50434	498	217	23249292	238127	       8.977	       0.092	 43.257488	 -93.448583                                                                                                                          
50435	721	314	105304339	0	      40.658	       0.000	 43.158039	 -92.767049                                                                                                                              
50436	5848	2639	352540998	1493153	     136.117	       0.577	 43.266463	 -93.671118                                                                                                                      
50438	4159	1832	342477993	157787	     132.231	       0.061	 43.111502	 -93.618624                                                                                                                       
50439	289	148	84616343	89976	      32.671	       0.035	 42.944717	 -93.626339                                                                                                                           
50440	422	216	80662384	3414	      31.144	       0.001	 43.333341	 -93.071258                                                                                                                            
50441	5776	2595	395173317	489337	     152.577	       0.189	 42.741340	 -93.220973                                                                                                                       
50444	353	156	55947822	19090	      21.602	       0.007	 43.297226	 -93.383630                                                                                                                           
50446	548	249	108697147	172633	      41.968	       0.067	 43.340739	 -93.446907                                                                                                                         
50447	1081	542	260076390	1357536	     100.416	       0.524	 42.925400	 -93.797708                                                                                                                       
50448	695	330	160124185	41612	      61.824	       0.016	 43.349938	 -93.240534                                                                                                                          
50449	724	359	94989415	23631	      36.676	       0.009	 43.002487	 -93.566898                                                                                                                           
50450	2897	1424	209812899	4268390	      81.009	       1.648	 43.421178	 -93.522397                                                                                                                      
50451	537	274	164502448	28367	      63.515	       0.011	 43.381234	 -94.077615                                                                                                                          
50452	804	369	127237832	186855	      49.127	       0.072	 42.781099	 -93.367352                                                                                                                         
50453	588	271	114170099	177512	      44.081	       0.069	 43.363364	 -93.647420                                                                                                                         
50454	127	62	44766360	0	      17.284	       0.000	 43.381889	 -92.737275                                                                                                                                
50455	450	180	84207513	0	      32.513	       0.000	 43.456954	 -92.649842                                                                                                                               
50456	1741	789	120416382	14091	      46.493	       0.005	 43.291329	 -93.216135                                                                                                                         
50457	441	224	88503707	0	      34.171	       0.000	 42.916337	 -93.493608                                                                                                                               
50458	2097	910	190715038	83451	      73.635	       0.032	 43.158733	 -93.012018                                                                                                                         
50459	3018	1451	373316194	2167305	     144.138	       0.837	 43.457425	 -93.250439                                                                                                                      
50460	364	146	93166151	0	      35.972	       0.000	 43.227851	 -92.688793                                                                                                                               
50461	5613	2593	446116781	358141	     172.247	       0.138	 43.306168	 -92.818741                                                                                                                       
50464	673	308	61009266	0	      23.556	       0.000	 43.253400	 -93.080785                                                                                                                               
50465	250	127	9497218	0	       3.667	       0.000	 43.486550	 -93.912229                                                                                                                                
50466	1828	787	354076016	265156	     136.710	       0.102	 43.386853	 -92.538439                                                                                                                        
50467	94	44	709984	0	       0.274	       0.000	 43.211730	 -93.086636                                                                                                                                   
50468	1615	742	256180153	29336	      98.912	       0.011	 43.032213	 -92.947124                                                                                                                         
50469	1574	690	227803634	75970	      87.955	       0.029	 42.999327	 -93.197099                                                                                                                         
50470	275	165	62885229	0	      24.280	       0.000	 42.745780	 -93.560406                                                                                                                               
50471	689	316	110089036	0	      42.506	       0.000	 43.166568	 -92.876407                                                                                                                              
50472	2394	1058	315722433	694577	     121.901	       0.268	 43.406746	 -92.935316                                                                                                                       
50473	268	138	95399880	600633	      36.834	       0.232	 43.465739	 -93.687767                                                                                                                          
50475	1757	760	231013382	89137	      89.195	       0.034	 42.880553	 -93.218757                                                                                                                         
50476	804	369	101620767	81814	      39.236	       0.032	 43.446805	 -92.764051                                                                                                                          
50477	347	151	58455862	0	      22.570	       0.000	 42.989247	 -93.327093                                                                                                                               
50478	775	439	191508358	66911	      73.942	       0.026	 43.407488	 -93.783601                                                                                                                          
50479	684	325	150266394	0	      58.018	       0.000	 42.939404	 -93.409874                                                                                                                              
50480	880	461	162227230	796098	      62.636	       0.307	 43.250367	 -94.058607                                                                                                                         
50482	774	438	74538658	6627465	      28.780	       2.559	 43.113101	 -93.486404                                                                                                                         
50483	781	354	198210428	0	      76.529	       0.000	 43.112564	 -94.000915                                                                                                                              
50484	444	225	113539889	180883	      43.838	       0.070	 43.230771	 -93.915585                                                                                                                         
50501	29078	12902	403940220	3275560	     155.962	       1.265	 42.491431	 -94.196626                                                                                                                    
50510	1116	529	219101382	630738	      84.596	       0.244	 42.759296	 -94.985603                                                                                                                        
50511	7137	3390	321026179	697544	     123.949	       0.269	 43.074041	 -94.219184                                                                                                                       
50514	1452	686	285570120	2196162	     110.259	       0.848	 43.415156	 -94.472410                                                                                                                       
50515	279	160	95985264	91529	      37.060	       0.035	 43.022217	 -94.863371                                                                                                                           
50516	719	305	63843690	141166	      24.650	       0.055	 42.625007	 -94.137234                                                                                                                          
50517	1051	503	196451521	1659443	      75.850	       0.641	 43.305250	 -94.234205                                                                                                                       
50518	381	159	80803741	0	      31.199	       0.000	 42.514912	 -94.386021                                                                                                                               
50519	624	305	142395653	0	      54.979	       0.000	 42.901704	 -94.262889                                                                                                                              
50520	144	74	61318438	754489	      23.675	       0.291	 42.809190	 -94.397929                                                                                                                           
50521	104	56	3160848	0	       1.220	       0.000	 42.346223	 -94.102821                                                                                                                                 
50522	857	373	175965366	260029	      67.941	       0.100	 43.192019	 -94.194683                                                                                                                         
50523	604	285	109190936	0	      42.159	       0.000	 42.367994	 -94.295734                                                                                                                              
50524	521	239	148454625	80806	      57.319	       0.031	 42.616853	 -94.353838                                                                                                                          
50525	3583	1829	361364714	2409067	     139.524	       0.930	 42.736497	 -93.747437                                                                                                                      
50527	223	124	141597255	0	      54.671	       0.000	 42.964990	 -94.785417                                                                                                                              
50528	383	184	191696767	0	      74.015	       0.000	 43.133889	 -94.540831                                                                                                                              
50529	837	380	1404544	40868	       0.542	       0.016	 42.720898	 -94.198795                                                                                                                            
50530	1205	545	167469642	915677	      64.660	       0.354	 42.270706	 -94.039695                                                                                                                        
50531	242	158	96657746	3791548	      37.320	       1.464	 43.454085	 -94.609753                                                                                                                         
50532	873	417	181265335	452595	      69.987	       0.175	 42.460118	 -94.000869                                                                                                                         
50533	4130	1898	258503120	0	      99.809	       0.000	 42.651928	 -93.911823                                                                                                                            
50535	885	438	157943720	548655	      60.982	       0.212	 42.453186	 -95.162489                                                                                                                         
50536	4541	2133	366256005	3976489	     141.412	       1.535	 43.118262	 -94.705481                                                                                                                      
50538	503	263	80872053	16957	      31.225	       0.007	 42.274049	 -94.439703                                                                                                                           
50539	566	292	139538906	0	      53.876	       0.000	 43.236961	 -94.419983                                                                                                                              
50540	1022	527	274522336	1103392	     105.994	       0.426	 42.600572	 -94.840146                                                                                                                       
50541	872	454	236217558	1532105	      91.204	       0.592	 42.710228	 -94.452387                                                                                                                        
50542	933	456	172856036	28101	      66.740	       0.011	 42.782976	 -93.942692                                                                                                                          
50543	1492	683	212824794	0	      82.172	       0.000	 42.274696	 -94.304640                                                                                                                             
50544	515	244	75465666	0	      29.137	       0.000	 42.250727	 -94.170545                                                                                                                               
50545	205	99	97206312	45921	      37.532	       0.018	 42.797396	 -94.080863                                                                                                                            
50546	346	202	136972383	47291	      52.885	       0.018	 42.837690	 -94.702202                                                                                                                          
50548	5869	2729	321533403	1931816	     124.145	       0.746	 42.714769	 -94.225325                                                                                                                      
50551	158	91	69704315	0	      26.913	       0.000	 42.479577	 -94.751117                                                                                                                                
50554	1625	872	230386693	2375376	      88.953	       0.917	 42.845984	 -94.842690                                                                                                                       
50556	292	152	101104875	11125	      39.037	       0.004	 43.455220	 -94.196646                                                                                                                          
50557	750	388	129034762	1116719	      49.821	       0.431	 42.360802	 -94.043735                                                                                                                        
50558	618	302	114698519	23067	      44.285	       0.009	 42.861277	 -94.163770                                                                                                                          
50559	348	176	102790935	0	      39.688	       0.000	 43.208819	 -94.329243                                                                                                                              
50560	590	317	225654488	0	      87.126	       0.000	 42.960487	 -94.107825                                                                                                                              
50561	520	256	119264336	94038	      46.048	       0.036	 42.425099	 -94.850501                                                                                                                          
50562	527	248	165098566	0	      63.745	       0.000	 42.961532	 -94.641788                                                                                                                              
50563	2500	1359	252570421	747600	      97.518	       0.289	 42.527831	 -94.524964                                                                                                                       
50565	468	259	113882977	121159	      43.970	       0.047	 42.857089	 -95.001020                                                                                                                         
50566	433	206	89844358	21164	      34.689	       0.008	 42.437770	 -94.323652                                                                                                                           
50567	226	106	67115601	210796	      25.913	       0.081	 42.525449	 -95.101883                                                                                                                          
50568	1398	611	219912855	158438	      84.909	       0.061	 42.626050	 -94.984009                                                                                                                        
50569	836	391	54375018	514691	      20.994	       0.199	 42.403206	 -94.134237                                                                                                                          
