Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
06/08/2020,06/30/2020,06/15/2020,AEG Global Partnerships LLC,Carson,Los Angeles County,3,Layoff Temporary
06/08/2020,06/30/2020,06/15/2020,AEG LA Youth Soccer Academy LLC,Carson,Los Angeles County,3,Layoff Permanent
06/08/2020,06/30/2020,06/15/2020,Anschutz L.A. Soccer II LLC,Carson,Los Angeles County,1,Layoff Permanent
06/08/2020,06/30/2020,06/15/2020,"Anschutz L.A. Soccer, Inc.",Carson,Los Angeles County,17,Layoff Permanent
06/08/2020,06/30/2020,06/15/2020,"L.A. Arena Company, LLC , DBA STAPLES Center",Los Angeles,Los Angeles County,18,Layoff Permanent
06/08/2020,06/30/2020,06/15/2020,"L.A. Live Cinemas, LLC DBA Regal Cinemas",Los Angeles,Los Angeles County,2,Layoff Permanent
06/08/2020,06/30/2020,06/15/2020,"L.A. Live Properties, LLC",Los Angeles,Los Angeles County,4,Layoff Permanent
06/08/2020,06/30/2020,06/15/2020,"L.A. Live Theater, LLC, DBA Microsoft Theater",Los Angeles,Los Angeles County,4,Layoff Permanent
06/01/2020,07/01/2020,06/15/2020,Endell street Inc.,Los Angeles,Los Angeles County,158,Closure Permanent
06/08/2020,06/28/2020,06/15/2020,Segerstrom Center for the Arts,Costa Mesa,Orange County,16,Layoff Permanent
05/29/2020,07/14/2020,06/15/2020,Sheraton Operating Corporation - The Westin Mission Hills Resort Villas,Rancho Mirage,Riverside County,132,Layoff Permanent
05/12/2020,03/26/2020,06/15/2020,Egomotion Corp.,San Francisco,San Francisco County,95,Closure Permanent
06/08/2020,06/28/2020,06/15/2020,Segerstrom Center for the Arts,Costa Mesa,Orange County,505,Layoff Temporary
06/05/2020,06/01/2020,06/12/2020,Loyola Marymount University,Los Angeles,Los Angeles County,230,Layoff Temporary
06/05/2020,06/06/2020,06/12/2020,"Kimpton Hotel & Restaurant Group, LLC",San Francisco,San Francisco County,76,Layoff Temporary
04/06/2020,04/13/2020,06/12/2020,Reputation.com,Redwood City,San Mateo County,74,Layoff Temporary
05/12/2020,03/23/2020,06/12/2020,Enterprise Rent-A-Car,Camarillo,Ventura County,33,Layoff Temporary
04/20/2020,06/20/2020,06/12/2020,"Southwestern & Pacific Specialty Finance, Inc.",Marysville,Yuba County,1,Layoff Permanent
05/08/2020,05/11/2020,06/11/2020,Blackhawk Country Club,Danville,Contra Costa County,2,Layoff Permanent
05/27/2020,06/12/2020,06/11/2020,Educational Commission for Foreign Medical Graduates,El Segundo,Los Angeles County,96,Closure Permanent
05/20/2020,05/20/2020,06/11/2020,RUSNAK AUDI - WESTLAKE,Thousand Oaks,Ventura County,15,Layoff Permanent
06/04/2020,06/12/2020,06/11/2020,"GKN Aerospace Transparency Systems, Inc.",Garden Grove,Orange County,40,Layoff Permanent
06/04/2020,03/16/2020,06/11/2020,Omnitrans,San Bernardino,San Bernardino County,169,Layoff Permanent
05/22/2020,05/21/2020,06/11/2020,Golden Valley Health Centers,Ceres,Stanislaus County,1,Layoff Permanent
05/22/2020,05/21/2020,06/11/2020,Golden Valley Health Centers,Ceres,Stanislaus County,2,Layoff Permanent
05/22/2020,05/21/2020,06/11/2020,Golden Valley Health Centers,Modesto,Stanislaus County,3,Layoff Permanent
06/04/2020,06/15/2020,06/11/2020,Reuland Electric Co,City of Industry,Los Angeles County,74,Layoff Unknown at this time
06/04/2020,06/05/2020,06/11/2020,Wyndham Vacation Ownership dba Peacock Suites,Anaheim,Orange County,3,Closure Permanent
05/08/2020,05/01/2020,06/11/2020,VSP Global dba VSPOne San Diego,Vista,San Diego County,28,Layoff Permanent
03/17/2020,03/17/2020,06/11/2020,"Pacific Coast Grill, Inc.",Cardiff By The Sea,San Diego County,115,Layoff Temporary
03/17/2020,03/17/2020,06/11/2020,Belly Up Tavern,Solana Beach,San Diego County,88,Layoff Temporary
05/27/2020,05/27/2020,06/10/2020,Loews Hollywood Hotel LLC,Los Angeles,Los Angeles County,12,Layoff Permanent
05/29/2020,06/16/2020,06/10/2020,"Tamme Inc., DBA Signature",Santa Ana,Orange County,115,Layoff Temporary
05/05/2020,04/19/2020,06/10/2020,"Burlington Coat Factory Warehouse Corporation dba Burlington
Distribution Center",Redlands,San Bernardino County,4,Layoff Temporary
05/21/2020,05/31/2020,06/10/2020,San Manuel Band of Mission Indians,Highland,San Bernardino County,17,Layoff Temporary
05/21/2020,05/31/2020,06/10/2020,San Manuel Casino,Highland,San Bernardino County,257,Layoff Temporary
05/27/2020,05/27/2020,06/10/2020,51st ST. & 8th Ave Corp DBA Loews Coronado Bay Resort,Coronado,San Diego County,21,Layoff Permanent
05/12/2020,04/02/2020,06/10/2020,"Gap, Inc.",San Francisco,San Francisco County,101,Layoff Temporary
05/12/2020,05/08/2020,06/10/2020,"Gap, Inc.",San Francisco,San Francisco County,264,Layoff Permanent
03/20/2020,03/20/2020,06/10/2020,Tom Ranch,Petaluma,Sonoma County,53,Layoff Permanent
05/19/2020,05/19/2020,06/10/2020,RUSNAK PORSCHE - WESTLAKE,Thousand Oaks,Ventura County,8,Layoff Permanent
05/22/2020,03/17/2020,06/10/2020,Swissport USA Inc.,Los Angeles,Los Angeles County,76,Layoff Temporary
05/29/2020,05/27/2020,06/10/2020,Loews Santa Monica Hotel Inc,Santa Monica,Los Angeles County,237,Layoff Temporary
05/27/2020,05/27/2020,06/10/2020,Loews Hollywood Hotel LLC,Los Angeles,Los Angeles County,305,Layoff Temporary
05/29/2020,06/12/2020,06/10/2020,Henry Mayo Newhall Memorial Hospital,Valencia,Los Angeles County,99,Layoff Permanent
06/03/2020,05/09/2020,06/10/2020,"Universal City Studios, LLC - Studio Lot Operations",Universal City,Los Angeles County,350,Layoff Temporary
06/03/2020,05/22/2020,06/10/2020,"Universal City Studios, LLC - Studio Lot Post Production Operations",Universal City,Los Angeles County,29,Layoff Temporary
05/27/2020,05/27/2020,06/10/2020,51st ST. & 8th Ave Corp DBA Loews Coronado Bay Resort,Coronado,San Diego County,323,Layoff Temporary
05/26/2020,06/28/2020,06/10/2020,Sutter's Place Inc. dba Bay 101,San Jose,Santa Clara County,509,Layoff Temporary
05/27/2020,07/31/2020,06/10/2020,HMS Host San Jose Intl Airport,San Jose,Santa Clara County,159,Closure Permanent
04/17/2020,03/30/2020,06/10/2020,Hansel Auto Group,Santa Rosa,Sonoma County,310,Layoff Temporary
05/22/2020,05/21/2020,06/10/2020,Golden Valley Health Centers,Modesto,Stanislaus County,2,Layoff Permanent
05/22/2020,05/21/2020,06/10/2020,Golden Valley Health Centers,Patterson,Stanislaus County,2,Layoff Permanent
05/22/2020,05/29/2020,06/10/2020,FirstGroup America dba First Student,Oakland,Alameda County,110,Layoff Permanent
05/29/2020,05/31/2020,06/10/2020,Jins Eyewear US Inc - Fashion Square,Sherman Oaks,Los Angeles County,4,Closure Temporary
05/29/2020,05/31/2020,06/10/2020,Jins Eyewear US Inc-Santa Anita,Arcadia,Los Angeles County,5,Closure Temporary
06/01/2020,06/05/2020,06/10/2020,Abercrombie & Fitch USC Village,Los Angeles,Los Angeles County,9,Closure Permanent
05/12/2020,03/23/2020,06/10/2020,502 W Grand Ave,Grover Beach,San Luis Obispo County,1,Layoff Temporary
05/29/2020,05/31/2020,06/10/2020,Jins Eyewear US Inc,Santa Clara,Santa Clara County,11,Closure Temporary
04/20/2020,06/20/2020,06/10/2020,"Southwestern & Pacific Specialty Finance, Inc",Redding,Shasta County,1,Layoff Permanent
06/01/2020,07/30/2020,06/10/2020,Southwestern & Pacific Specialty Finance dba Axcess Financial,Port Hueneme,Ventura County,2,Layoff Permanent
03/18/2020,03/17/2020,06/09/2020,Cake Monkey Bakery,North Hollywood,Los Angeles County,22,Layoff Temporary
04/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 Degrees C Bakery Cafe",Azusa,Los Angeles County,20,Closure Permanent
05/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 Degrees C Bakery Cafe",Los Angeles,Los Angeles County,20,Closure Permanent
05/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 Degrees C Bakery Cafe",Pasadena,Los Angeles County,32,Closure Permanent
05/29/2020,06/12/2020,06/09/2020,"Winpin 85 Investments LLC, DBA 85 Degrees C Bakery Cafe",Sherman Oaks,Los Angeles County,25,Closure Permanent
05/30/2020,06/01/2020,06/09/2020,"VSB Opco, LLC and Popchips, LLC dba Popchips, Inc.","East Rancho
Dominguez",Los Angeles County,52,Layoff Permanent
06/01/2020,08/03/2020,06/09/2020,"Niagara Bottling, LLC",Diamond Bar,Los Angeles County,99,Layoff Permanent
06/02/2020,06/08/2020,06/09/2020,"Directors Guild of America, Inc.",Los Angeles,Los Angeles County,4,Layoff Temporary
06/02/2020,07/10/2020,06/09/2020,"SalonCentric, Inc.",Valencia,Los Angeles County,45,Closure Permanent
05/28/2020,05/28/2020,06/09/2020,Toscanova LP,Los Angeles,Los Angeles County,58,Layoff Temporary
05/22/2020,05/22/2020,06/09/2020,RUSNAK AUDI-PASADENA,Pasadena,Los Angeles County,22,Layoff Permanent
05/21/2020,03/31/2020,06/09/2020,"travisMatthews, LLC",Huntington Beach,Orange County,14,Layoff Temporary
05/21/2020,04/02/2020,06/09/2020,"travisMatthews, LLC",Huntington Beach,Orange County,24,Layoff Permanent
05/11/2020,05/15/2020,06/09/2020,"Live Nation Entertainment, Inc.",Irvine,Orange County,1,Layoff Temporary
04/02/2020,03/17/2020,06/09/2020,Colmax LLC dba Dos Coyotes Border Cafe,Roseville,Placer County,20,Layoff Temporary
04/02/2020,03/17/2020,06/09/2020,Colmax LLC dbaDos Coyotes Border Cafe,Folsom,Sacramento County,12,Layoff Temporary
03/19/2020,03/20/2020,06/09/2020,Marriott San Diego Gaslamp Quarter,San Diego,San Diego County,1,Layoff Temporary
06/02/2020,06/02/2020,06/09/2020,"Verb Surgical, Inc.",Santa Clara,Santa Clara County,61,Layoff Permanent
05/27/2020,05/29/2020,06/09/2020,Movement for Life,Capitola,Santa Cruz County,3,Layoff Permanent
06/02/2020,05/18/2020,06/09/2020,"BPR Properties Management, LLC dba BPR HOTELS, Hotel Paradox,
Autograph Collection",Santa Cruz,Santa Cruz County,68,Layoff Permanent
05/29/2020,05/29/2020,06/09/2020,Power Wellness Management LLC DBA Manager of HealthSpring Fitness,Vacaville,Solano County,67,Closure Permanent
04/02/2020,03/17/2020,06/09/2020,"Colmax LLC., dba Dos Coyotes Border Cafe",Davis,Yolo County,11,Layoff Temporary
05/11/2020,05/15/2020,06/09/2020,"Live Nation Entertainment, Inc. Human Resources division",Wheatland,Yuba County,1,Layoff Temporary
05/27/2020,05/28/2020,06/09/2020,Castlewood Country Club,Pleasanton,Alameda County,40,Layoff Permanent
06/01/2020,06/05/2020,06/09/2020,"WB Studio Enterprises, Inc. dba Warner Bros. Studio Operations",Burbank,Los Angeles County,50,Layoff Permanent
05/21/2020,05/31/2020,06/09/2020,San Manuel Casino,Highland,San Bernardino County,719,Layoff Permanent
04/29/2020,03/17/2020,06/09/2020,"Air Systems, Inc.",San Jose,Santa Clara County,244,Layoff Temporary
06/01/2020,08/04/2020,06/09/2020,Seagate US LLC,Fremont,Alameda County,78,Layoff Permanent
06/01/2020,05/22/2020,06/09/2020,"Associated Students, Inc. California State University, Fullerton",Fullerton,Orange County,230,Layoff Temporary
05/07/2020,05/07/2020,06/09/2020,Embassy Anaheim North,Anaheim,Orange County,72,Layoff Temporary
05/26/2020,05/26/2020,06/09/2020,"Fairn & Swanson, Inc.",San Ysidro,San Diego County,49,Closure Permanent
03/21/2020,03/16/2020,06/09/2020,"Clayton&rsquo;s Galley, LLC",San Diego,San Diego County,3,Layoff Temporary
03/21/2020,03/16/2020,06/09/2020,"Clayton's Bakery And Bistro, LLC",Coronado,San Diego County,23,Layoff Temporary
03/21/2020,03/16/2020,06/09/2020,"Cream and Sugar, Inc. DBA Clayton&rsquo;s Coffee Shop and Clayton's
Mexican Take Out",Coronado,San Diego County,72,Layoff Temporary
03/20/2020,03/20/2020,06/09/2020,Old Town Trolley Tours and San Diego Seals,San Diego,San Diego County,97,Layoff Temporary
06/03/2020,06/05/2020,06/09/2020,Wyndham Vacation Ownership dba The Donatello Resort,San Francisco,San Francisco County,1,Layoff Temporary
03/25/2020,03/18/2020,06/09/2020,Truebeck Construction,San Mateo,San Mateo County,113,Layoff Temporary
05/26/2020,07/27/2020,06/08/2020,Chevron,San Ramon,Contra Costa County,80,Layoff Permanent
04/14/2020,04/03/2020,06/08/2020,Creative Alternatives School,Fresno,Fresno County,42,Layoff Temporary
05/22/2020,06/01/2020,06/08/2020,"California State University, Fresno Athletic Corporation",Fresno,Fresno County,65,Layoff Temporary
05/28/2020,04/03/2020,06/08/2020,"Basic Energy Services, Inc dba KVS Transportation",Bakersfield,Kern County,42,Layoff Permanent
05/28/2020,07/31/2020,06/08/2020,"TrueCar, Inc.",Santa Monica,Los Angeles County,74,Layoff Permanent
04/14/2020,04/03/2020,06/08/2020,Creative Alternatives School DBA Grace Bishop School,Merced,Merced County,2,Layoff Temporary
05/21/2020,05/29/2020,06/08/2020,"Oakley, Inc.",Foothill Ranch,Orange County,61,Layoff Permanent
05/22/2020,05/01/2020,06/08/2020,Freudenberg-NOK Sealing Technologies,Santa Ana,Orange County,150,Closure Temporary
05/22/2020,04/16/2020,06/08/2020,"MH Sub I, LLC dba Internet Brands",San Diego,San Diego County,6,Layoff Permanent
04/29/2020,05/13/2020,06/08/2020,"Sunroad KM CDJR, LLC Kearny Mesa Chrysler Dodge Jeep Ram",San Diego,San Diego County,7,Layoff Permanent
04/29/2020,05/13/2020,06/08/2020,Sunroad MV Auto Inc,San Diego,San Diego County,8,Layoff Permanent
05/22/2020,04/16/2020,06/08/2020,"MH Sub I,LLC dba Internet Brands",San Francisco,San Francisco County,2,Layoff Permanent
05/26/2020,06/01/2020,06/08/2020,Jackson Family Enterprises,Santa Rosa,Sonoma County,10,Layoff Permanent
04/14/2020,04/03/2020,06/08/2020,Creative Alternatives School DBA Reyn Franca School,Denair,Stanislaus County,23,Layoff Temporary
05/21/2020,05/15/2020,06/08/2020,"Pleasant Holidays, LLC",Westlake Village,Ventura County,60,Layoff Temporary
05/22/2020,05/26/2020,06/08/2020,Monogram Aerospace Fasteners,Los Angeles,Los Angeles County,53,Layoff Permanent
05/22/2020,07/22/2020,06/08/2020,"SFO Airporter, Inc. dba Compass Transportation",South San Francisco,San Mateo County,108,Layoff Permanent
04/14/2020,03/20/2020,06/08/2020,Sysco Sacramento,Pleasant Grove,Sutter County,93,Layoff Permanent
05/11/2020,05/12/2020,06/08/2020,San Joaquin Valley College Inc.,San Leandro,Alameda County,2,Layoff Permanent
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Walnut Creek,Walnut Creek,Contra Costa County,69,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Beverly Hills,Beverly Hills,Los Angeles County,97,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Los Angeles,Woodland Hills,Los Angeles County,83,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Manhattan Beach,Manhattan Beach,Los Angeles County,70,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Pasadena,Pasadena,Los Angeles County,84,Layoff Temporary
05/15/2020,05/15/2020,06/08/2020,Town and Country Event Rentals,Pasadena,Los Angeles County,2,Layoff Temporary
05/15/2020,05/15/2020,06/08/2020,Town and Country Event Rentals,Van Nuys,Los Angeles County,116,Layoff Temporary
05/22/2020,03/17/2020,06/08/2020,Exhale,Santa Monica,Los Angeles County,64,Layoff Temporary
03/20/2020,03/18/2020,06/08/2020,"Green Farms California, LLC. DBA Worlwide Produce",Los Angeles,Los Angeles County,269,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Corte Madera,Corte Madera,Marin County,68,Layoff Temporary
04/20/2020,06/20/2020,06/08/2020,"Southern & Pacific Specialty Finance, Inc. - Axcess Financial",Atwater,Merced County,1,Closure Permanent
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Carmel,Carmel By The Sea,Monterey County,63,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Irvine,Irvine,Orange County,154,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Roseville,Roseville,Placer County,71,Layoff Temporary
04/20/2020,06/20/2020,06/08/2020,"Southwestern & Pacific Finance, Inc. - Axcess Financial",Riverside,Riverside County,1,Closure Permanent
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Sacramento,Sacramento,Sacramento County,70,Layoff Temporary
04/20/2020,06/20/2020,06/08/2020,"Southwestern & Pacific Specialty Finance, Inc. Axcess Financial",Ontario,San Bernardino County,2,Closure Permanent
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Coronado,Coronado,San Diego County,141,Layoff Temporary
04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Escondido,San Diego County,3,Layoff Temporary
04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Escondido,San Diego County,8,Layoff Temporary
04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Escondido,San Diego County,1,Layoff Temporary
04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Lakeside,San Diego County,18,Layoff Temporary
04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Pauma Valley,San Diego County,7,Layoff Temporary
04/15/2020,03/23/2020,06/08/2020,Neighborhood Healthcare,Poway,San Diego County,2,Layoff Temporary
03/20/2020,03/18/2020,06/08/2020,"Green Farms California, LLC. DBA Worldwide Produce",Chula Vista,San Diego County,4,Layoff Temporary
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio Burlingame,Burlingame,San Mateo County,233,Layoff Temporary
05/15/2020,05/15/2020,06/08/2020,Town & Country Event Rentals,Santa Barbara,Santa Barbara County,1,Layoff Temporary
05/11/2020,05/12/2020,06/08/2020,San Joaquin Valley College,San Jose,Santa Clara County,1,Layoff Permanent
04/21/2020,03/18/2020,06/08/2020,Il Fornaio (America) LLC - dba Il Fornaio San Jose,San Jose,Santa Clara County,136,Layoff Temporary
04/20/2020,06/20/2020,06/08/2020,"Southwester & Pacific Specialty Finance, Inc. - Axcess Financial",Petaluma,Sonoma County,2,Closure Permanent
04/20/2020,06/20/2020,06/08/2020,"Southwestern & Pacific Specialty Finance, Inc.
- Axcess Financial",Ventura,Ventura County,3,Closure Permanent
04/14/2020,03/23/2020,06/06/2020,"SAS Automotive USA, Inc.",Newark,Alameda County,136,Layoff Temporary
05/15/2020,05/15/2020,06/06/2020,"Zymergen, Inc.",Emeryville,Alameda County,76,Layoff Permanent
05/18/2020,05/18/2020,06/06/2020,"BPR Properties Management, LLC dba BPR HOTELS",Berkeley,Alameda County,69,Layoff Permanent
05/19/2020,05/29/2020,06/06/2020,Peet's Coffee Inc.,Emeryville,Alameda County,51,Layoff Temporary
05/27/2020,04/06/2020,06/06/2020,Halliburton,Bakersfield,Kern County,6,Layoff Permanent
05/27/2020,04/06/2020,06/06/2020,Halliburton,Bakersfield,Kern County,31,Layoff Temporary
04/22/2020,03/24/2020,06/06/2020,Deluxe Creative Services Inc.,Los Angeles,Los Angeles County,142,Layoff Temporary
05/11/2020,05/24/2020,06/06/2020,Associated Students California State University Northridge Inc.,Northridge,Los Angeles County,108,Layoff Temporary
05/11/2020,05/29/2020,06/06/2020,"Associated Students, Inc. Cal Poly Pomona",Pomona,Los Angeles County,243,Layoff Temporary
05/13/2020,05/29/2020,06/06/2020,"Koos Manufacturing, Inc.",South Gate,Los Angeles County,325,Layoff Permanent
05/27/2020,06/12/2020,06/06/2020,Pacific Corporate Towers LLC,El Segundo,Los Angeles County,96,Closure Permanent
05/26/2020,06/01/2020,06/06/2020,Princess Cruise Lines Ltd,Santa Clarity,Los Angeles County,373,Layoff Temporary
05/21/2020,05/15/2020,06/06/2020,William Morris Endeavor Entertainment LLC,Beverly Hills,Los Angeles County,110,Layoff Permanent
05/17/2020,05/17/2020,06/06/2020,Cal Poly Pomona Foundation,Pomona,Los Angeles County,779,Layoff Permanent
05/18/2020,03/16/2020,06/06/2020,Paseo Restaurant Venture LLC dba Great Maple,Pasadena,Los Angeles County,42,Layoff Temporary
